'motivo','arruamento','troco','entidade','tipo_de_condicionamento','data_de_início','hora_de_inicio','data_de_fim','hora_de_fim','observacoes','registo_data','coordenada_x','coordenada_y','registo_hora','ultima_modificacao_data','ultima_modificacao_hora','objectid','esriGeometryPoint'
'Avaria elétrica','Rua de S. Roque da Lameira','Nº 1748','','Ocupação do passeio',1683154800000,38400000,1683154800000,81900000,'Baixa tensão',1683154800000,-8.583315,41.15875,38400000,1683154800000,38700000,109874,'-37784.35149999988,165608.77129999947'
'Outro motivo','Rua do Veludo','Nº 7 A','','Corte total',1683154800000,33600000,1683154800000,81900000,'Tamponar Ramal',1683154800000,-8.671934,41.15055,32880000,1683154800000,33900000,109470,'-45228.205299999725,164739.9234999983'
'Outro motivo','Rua dos Bragas','300','','Ocupação do passeio',1683154800000,36900000,1683154800000,81900000,'Substituição de válvula de ramal .',1683154800000,-8.617072,41.1526,37080000,1683154800000,37200000,110271,'-40621.531299999966,164940.56149999937'
'Avaria de telecomunicações','Rua de Santo Ildefonso','210','Wondercom','Ocupação do passeio',1683154800000,36000000,1683154800000,43200000,'',1683154800000,-8.60353,41.14662,35940000,1683154800000,36060000,109869,'-39488.41339999998,164269.89299999943'
'Outro motivo','Rua Nova da Alfândega','junto ao parque de estacionamento','INEM /PM/PSP','Corte total',1683154800000,44100000,1683154800000,45000000,'DOENÇA SÚBITA',1683154800000,-8.618294,41.1413,44820000,1683154800000,44940000,109876,'-40731.08949999973,163686.05719999978'
'Avaria elétrica','Rua dos Heróis e dos Mártires de Angola','Nº 146','','Ocupação do passeio',1683154800000,32400000,1683154800000,81900000,'Iluminação Publica',1683154800000,-8.60987,41.15204,32280000,1683154800000,32580000,109468,'-40017.284499999885,164874.8387999989'
'Outro motivo','Rua do Professor Carlos Alberto Ferreira de Almeida','nº 44','','Estreitamento',1683154800000,48000000,1683154800000,81900000,'Instalação de Ramal',1683154800000,-8.64102,41.15084,47940000,1683154800000,48120000,109878,'-42632.97350000033,164756.47069999977'
'Avaria de telecomunicações','Rua de Agramonte','64','bysat- colt','Ocupação do passeio',1683154800000,46800000,1683154800000,48600000,'',1683154800000,-8.631065,41.15629,46860000,1683154800000,46920000,109877,'-41793.770800000115,165357.48599999948'
'Reparação de válvula','Rua de Santo Tirso','Nº 97','','Ocupação do passeio',1683154800000,48600000,1683154800000,81900000,'',1683154800000,-8.661794,41.16462,48840000,1683154800000,49020000,110275,'-44367.50719999975,166297.88389999946'
'Reparação de válvula','Rua de Manuel Pinto de Azevedo','Nº 167','','Ocupação do passeio',1683154800000,48600000,1683154800000,81900000,'',1683154800000,-8.646079,41.17133,48780000,1683154800000,49080000,110274,'-43044.1780000003,167035.1119999997'
'Avaria de telecomunicações','Rua da Alegria','470','','Estacionamento',1683154800000,51480000,1683154800000,58680000,'altice',1683154800000,-8.603216,41.15398,51480000,1683154800000,51540000,110277,'-39457.61710000039,165087.25840000052'
'Avaria de telecomunicações','Rua de Adolfo Casais Monteiro','81','','Ocupação do passeio',1683154800000,50400000,1683154800000,53100000,'',1683154800000,-8.622923,41.14899,50640000,1683154800000,51060000,110276,'-41114.91959999961,164542.0577000006'
'Acidente rodoviário','Rua do Dr. Joaquim Pires de Lima','c/ R. Costa Cabral','','Estreitamento',1683154800000,51660000,1683154800000,55260000,'',1683154800000,-8.597577,41.16608,51660000,1683154800000,51720000,110279,'-38977.037499999664,166428.9658000003'
'Avaria de telecomunicações','Largo dos Lóios','70','','Ocupação do passeio',1683154800000,51720000,1683154800000,58920000,'',1683154800000,-8.61226,41.14535,51660000,1683154800000,51780000,110280,'-40222.064699999966,164133.26700000087'
'Avaria de CCTV','','PMV04 - Rua de Camões','','',1683154800000,52586000,'','',' ',1683154800000,-8.60994,41.15408,52586000,1683154800000,52586000,110281,'-40021.94670000028,165101.68920000066'
'Rotura de conduta','Rua de António Aroso','Nº 115','','Estreitamento',1683241200000,25920000,1683241200000,81900000,'',1683241200000,-8.670901,41.16604,26100000,1683241200000,26400000,110691,'-45130.87270000023,166460.34940000047'
'Acidente rodoviário','Avenida da Associação Empresarial de Portugal','após saída para rotunda AEP','PSP','Corte total',1683241200000,21600000,1683241200000,22500000,'',1683241200000,-8.65532,41.17796,21960000,1683241200000,22740000,110689,'-43815.22910000017,167776.08670000033'
'Outro motivo','Rua do Professor Carlos Alberto Ferreira de Almeida','48','','Ocupação do passeio',1683154800000,56700000,1683154800000,81900000,'Descobrir tomada',1683154800000,-8.640952,41.15085,56280000,1683154800000,56400000,110683,'-42627.226700000414,164757.3324999997'
'Avaria de CCTV','','PMV11 - Rua de S. Brás / Rua de Damião Góis','','',1683154800000,56592000,'','',' ',1683154800000,-8.60969,41.16141,56592000,1683154800000,56592000,110684,'-39996.48929999961,165915.63539999956'
'Outro motivo','Rua do Conde de Avranches','668','','Estreitamento',1683154800000,54900000,1683154800000,81900000,'desvio de hidrante',1683154800000,-8.611828,41.17673,55200000,1683154800000,55260000,110682,'-40166.5880000004,167618.3495999998'
'Avaria de telecomunicações','Rua Poente da Colónia Dr. Manuel Laranjeira','Nº 65','Wondercom','Ocupação do passeio',1683154800000,58500000,1683154800000,65700000,'',1683154800000,-8.598829,41.17001,58800000,1683154800000,59040000,110685,'-39079.82100000047,166865.56849999895'
'Outro motivo','Avenida de Rodrigues de Freitas','n.340','','Estreitamento',1683241200000,27000000,1683241200000,81900000,'Reparação de pavimento no passeio',1683241200000,-8.604248,41.14535,-1740000,1683241200000,-1680000,110686,'-39549.417999999576,164129.56430000064'
'Avaria de telecomunicações','Rua Formosa','Nº 227','Wondercom','Ocupação do passeio',1683154800000,58500000,1683154800000,65700000,'',1683154800000,-8.605587,41.14807,58860000,1683154800000,58920000,111085,'-39660.150799999945,164432.2387000001'
'Outro motivo','Rua de S. João Novo','nº 12/14','','Ocupação do passeio',1683241200000,31200000,1683241200000,81900000,'Reparação de Ramal',1683241200000,-8.617113,41.14205,31320000,1683241200000,31440000,110696,'-40631.49220000017,163769.46440000107'
'Outro motivo','Rua do Bonfim','com barros Lima','','Estreitamento',1683241200000,27000000,1683241200000,81900000,'Abertura de sonda na via com acompanhamento Policial',1683241200000,-8.59418,41.15082,-1380000,1683241200000,-1260000,110687,'-38700.93379999977,164732.93060000098'
'Rotura de conduta','Rua de Diogo Botelho','671','','Estreitamento',1683154800000,54000000,1683154800000,81900000,'',1683154800000,-8.655174,41.15197,54360000,1683154800000,54360000,110282,'-43820.32450000017,164889.19969999974'
'Outro motivo','Rua do Mondego','Nº 31','','Ocupação do passeio',1683241200000,25980000,1683241200000,81900000,'Reparação de CI',1683241200000,-8.598626,41.17189,25980000,1683241200000,26580000,110690,'-39061.654000000046,167074.31210000074'
'Outro motivo','Rua Tareija Vaz de Altaro','Calçada da Vandoma','PSP','Corte total',1683241200000,28200000,1683241200000,81900000,'Bênção dos capacetes',1683241200000,-8.611049,41.14316,28680000,1683241200000,28800000,110693,'-40121.74810000044,163889.70690000054'
'Outro motivo','Rua de Ciríaco Cardoso','n.431','','Estreitamento',1683241200000,27000000,1683241200000,81900000,'Reparação de aqueduto na via',1683241200000,-8.650712,41.16047,-1080000,1683241200000,-1020000,110688,'-43440.155700000025,165831.12010000052'
'Acidente rodoviário','Avenida da Associação Empresarial de Portugal','','','Estreitamento',1683241200000,29700000,1683241200000,32400000,'',1683241200000,-8.644236,41.16892,29880000,1683241200000,30300000,110695,'-42891.05140000028,166766.7213000004'
'Avaria de telecomunicações','Rua do Visconde de Setúbal','Nº 45','Groupfix- José Augusto','Estacionamento',1683241200000,29700000,1683241200000,54000000,'Abrir CVP',1683241200000,-8.605249,41.16242,29640000,1683241200000,29760000,111092,'-39623.1629999997,166025.60820000034'
'Outro motivo','Rua dos Bragas','Nº 284','','Ocupação do passeio',1683241200000,33000000,1683241200000,81900000,'Reparação de Tampa Saneamento',1683241200000,-8.616947,41.1526,32880000,1683241200000,33000000,110698,'-40611.06759999974,164940.07890000017'
'Reparação de válvula','Rua de Gonçalo Cristóvão','Nº 128','','Estreitamento',1683241200000,26340000,1683241200000,81900000,'',1683241200000,-8.607423,41.15353,26220000,1683241200000,26340000,111091,'-39810.97609999957,165039.71480000022'
'Outro motivo','Travessa da Fontinha','n.48','','Estreitamento',1683241200000,27000000,1683241200000,81900000,'Reparação de coletor na via',1683241200000,-8.605292,41.155,-1200000,1683241200000,-1140000,111088,'-39631.244900000296,165201.33569999982'
'Outro motivo','Rua do Coronel Raúl Peres','sem','','Estreitamento',1683241200000,27000000,1683241200000,81900000,'Abertura de sonda no passeio',1683241200000,-8.676723,41.1505,-1500000,1683241200000,-1440000,111087,'-45630.28990000027,164737.6238999994'
'Avaria de telecomunicações','Rua dos Clérigos','18','Wondercom','Ocupação do passeio',1683241200000,32400000,1683241200000,39600000,'',1683241200000,-8.612544,41.14601,32280000,1683241200000,32400000,110697,'-40245.47159999979,164206.79629999967'
'Outro motivo','Avenida de Fernão de Magalhães','Nº 1061','','Ocupação do passeio',1683241200000,25980000,1683241200000,81900000,'Verif. Ramal 30',1683241200000,-8.593181,41.15897,26040000,1683241200000,26520000,111090,'-38612.33370000031,165637.18200000012'
'Outro motivo','Rua de Aires de Ornelas','n.161','','Estreitamento',1683241200000,27000000,1683241200000,81900000,'reparação de ramal no passeio',1683241200000,-8.596502,41.15656,-1620000,1683241200000,-1560000,111086,'-38892.473399999624,165371.49049999967'
'Outro motivo','Rua da India','Nº 236','','Estreitamento',1683241200000,27540000,1683241200000,81900000,'Subst. Ramal aos 30',1683241200000,-8.679966,41.16041,27480000,1683241200000,27540000,110692,'-45895.59130000052,165839.54939999967'
'Acidente rodoviário','Via de Cintura Interna','após viaduto amial','PSP','Estreitamento',1683241200000,29160000,1683241200000,30300000,'Embate entre 3 viaturas',1683241200000,-8.614187,41.17446,29280000,1683241200000,29820000,110694,'-40365.91299999971,167367.2649000018'
'Outro motivo','Rua da Senhora do Porto','n.913','','Estreitamento',1683241200000,27000000,1683241200000,81900000,'reparação de conduta na via',1683241200000,-8.624488,41.17951,-960000,1683241200000,-900000,111089,'-41227.15539999959,167933.2841999995'
'Reparação de boca de incêndio','Rua de Pedro Hispano','Nº 946','','Ocupação do passeio',1683241200000,41400000,1683241200000,81900000,'',1683241200000,-8.631863,41.16458,41460000,1683241200000,41520000,110702,'-41855.49440000019,166278.30240000045'
'Outro motivo','Rua de Trás','Nº 13','','Ocupação do passeio',1683241200000,39600000,1683241200000,81900000,'Reparação de Ramal',1683241200000,-8.612634,41.14574,40080000,1683241200000,40140000,110701,'-40253.2399000004,164176.32420000026'
'Avaria de telecomunicações','Alameda de Aquilino Ribeiro','c/ R. Aires de Gouveia Osório- nº 115','meo','Ocupação do passeio',1683241200000,35460000,1683241200000,39060000,'',1683241200000,-8.649447,41.1697,35640000,1683241200000,35820000,110700,'-43327.87770000001,166855.09610000072'
'Avaria de telecomunicações','Rua de Mouzinho da Silveira','249','ALTICE','Ocupação do passeio',1683241200000,35040000,1683241200000,42240000,'',1683241200000,-8.612271,41.14423,35040000,1683241200000,35100000,110699,'-40223.67250000038,164009.09520000004'
'Avaria de telecomunicações','Rua das Antas','321','meo','Estreitamento',1683241200000,44400000,1683241200000,49800000,'',1683241200000,-8.591607,41.15947,44640000,1683241200000,44700000,110704,'-38479.88619999955,165691.7184999998'
'Outro motivo','Rua de Cedofeita','103','','Ocupação do passeio',1683241200000,57600000,1683241200000,81900000,'Substituir válvula de ramal',1683241200000,-8.616774,41.14988,57780000,1683241200000,57840000,110714,'-40598.18350000033,164638.52080000003'
'Avaria de telecomunicações','Rua de Serpa Pinto','417','','Ocupação do passeio',1683241200000,53100000,1683241200000,55800000,'',1683241200000,-8.620754,41.16422,52860000,1683241200000,52920000,110713,'-40923.36820000054,166232.42909999943'
'Avaria de telecomunicações','Rua de Egas Moniz','83','PDT','Estreitamento',1683241200000,51300000,1683241200000,51600000,'',1683241200000,-8.617527,41.16247,51180000,1683241200000,51240000,110712,'-40653.631099999926,166037.46600000045'
'Outro motivo','Rua de Serralves','Nº 394','','Ocupação do passeio',1683241200000,50280000,1683241200000,81900000,'Descobrir tomada',1683241200000,-8.651398,41.1562,50220000,1683241200000,50280000,110709,'-43500.51929999982,165357.60920000033'
'Avaria de telecomunicações','Rua de Alexandre Herculano','414','wondercom','Ocupação do passeio',1683241200000,50460000,1683241200000,57600000,'',1683241200000,-8.60645,41.14461,50520000,1683241200000,50760000,110711,'-39734.75769999997,164047.86229999945'
'Avaria de telecomunicações','Rua de Gondarém','266','','Ocupação do passeio',1683241200000,48780000,1683241200000,81900000,'',1683241200000,-8.679321,41.15563,48780000,1683241200000,48840000,110708,'-45844.80489999988,165307.77710000033'
'Acidente rodoviário','Via de Cintura Interna','Após nó das Antas','','Estreitamento',1683327600000,40500000,1683327600000,44100000,'',1683327600000,-8.589858,41.16878,40680000,1683327600000,40740000,110720,'-38327.659900000275,166725.69290000005'
'Avaria de iluminação pública','Rua do Carvalho','5','','Ocupação do passeio',1683241200000,48420000,1683241200000,81900000,'Separador central',1683241200000,-8.669565,41.15266,48480000,1683241200000,48540000,110707,'-45027.86660000026,164973.59080000033'
'Outro motivo','Rua do Bonfim','Com rua de Barros Lima','','Estreitamento',1683327600000,27000000,1683327600000,81900000,'Instalar válvula de conduta',1683327600000,-8.594164,41.15082,26880000,1683327600000,27000000,110715,'-38699.58650000024,164732.25049999912'
'Aluimento','Rua de Aires de Ornelas','162','','Estreitamento',1683327600000,45000000,1683327600000,81900000,'',1683327600000,-8.596542,41.15662,45300000,1683327600000,45360000,110721,'-38895.819299999566,165377.33979999993'
'Avaria de telecomunicações','Rua de Santa Catarina','1566','GroupFix','Ocupação do passeio',1683327600000,28800000,1683327600000,36000000,'',1683327600000,-8.604515,41.16009,28560000,1683327600000,28620000,110716,'-39562.96860000029,165766.95240000056'
'Avaria de CCTV','','PMV01 - Avenida Associação Empresarial de Portugal (AEP)','','',1683327600000,34270000,'','',' ',1683327600000,-8.65116,41.17439,34270000,1683327600000,34270000,111095,'-43468.52359999996,167377.1613999991'
'Outro motivo','Rua de Ramalde do Meio','262','','Estacionamento',1683327600000,28800000,1683327600000,81900000,'rotura de ramal',1683327600000,-8.640974,41.17517,29400000,1683327600000,29460000,110717,'-42613.26460000031,167458.82480000018'
'Acidente rodoviário','Via de Cintura Interna','Mercado abastecedor','PSP','Estreitamento',1683327600000,45000000,1683327600000,48600000,'',1683327600000,-8.581576,41.16383,45180000,1683327600000,45240000,111096,'-37635.406799999975,166171.3173999992'
'Avaria de telecomunicações','Rua de Costa Cabral','2768','PDT','Ocupação do passeio',1683241200000,48180000,1683241200000,50400000,'',1683241200000,-8.583629,41.17995,48300000,1683241200000,48360000,110706,'-37798.46630000042,167962.8752999991'
'Avaria de telecomunicações','Rua de João Pedro Ribeiro','822','GroupFix','Estreitamento',1683327600000,32400000,1683327600000,43200000,'Com acompanhamento policial',1683327600000,-8.608024,41.16117,32940000,1683327600000,35700000,111094,'-39856.7657000003,165888.2614999993'
'Outro motivo','Rua de Vila Cova','464','','Estacionamento',1683327600000,36900000,1683327600000,81900000,'Verificar ramal aos 30',1683327600000,-8.567789,41.17468,36960000,1683327600000,37020000,110719,'-36472.315000000446,167370.94810000088'
'Avaria de telecomunicações','Rua do Dr. Ricardo Jorge','74','Wondercom','Ocupação do passeio',1683327600000,31500000,1683327600000,38700000,'',1683327600000,-8.611937,41.15033,31680000,1683327600000,31800000,110718,'-40191.90099999963,164686.63390000004'
'Avaria de telecomunicações','Rua de Faria Guimarães','33 e 9','GroupFix','Estreitamento',1683327600000,45900000,1683327600000,57600000,'',1683327600000,-8.609097,41.15771,45960000,1683327600000,46020000,110722,'-39949.01030000019,165504.0861000007'
